AAPL_Returns,JNJ_Returns,Index_Returns,VIX_Returns
0.04364689640993635,0.01040155850227098,7.529814999999985,0.010401647166608186
0.09014234767340046,0.043944101247616274,16.898117000000013,0.04394394337150587
0.012704417647769972,-0.002781517133492173,2.4702299999999866,-0.0027813751743881454
-0.044657723068348254,-0.005038326726137576,-8.546248999999989,-0.005038409872255123
-0.0928592935628707,-0.0003043488767886515,-16.364182,-0.0003043296728657552
-0.0025732687797228593,-0.0021329481736929168,-0.4388580000000104,-0.0021329866722847868
0.10644321851753968,0.013271733793522422,19.130341000000016,0.013271852685266872
0.013491116707243123,-0.0016267815152026799,2.8263239999999996,-0.001626769786922111
-0.04314470196271625,-0.001025598129635874,-8.119643999999994,-0.0010256430002479888
-0.019992417545657837,-0.028531402075379297,-3.6453400000000045,-0.028531416208553928
-0.05264824263543311,0.009396150159498795,-9.039657000000005,0.00939617097207801
